"source_candidate_id"	"verdict"	"current_translation_zh_tw"	"suggested_translation_zh_tw"	"reason"
"th5000-cand-20260708-0429"	"PASS"	"知識"	""	""
"th5000-cand-20260708-0432"	"PASS"	"時間"	""	""
"th5000-cand-20260708-0435"	"PASS"	"徹底地"	""	""
"th5000-cand-20260708-0438"	"PASS"	"部分"	""	""
"th5000-cand-20260708-0442"	"PASS"	"大大地"	""	""
"th5000-cand-20260708-0446"	"PASS"	"維修"	""	""
"th5000-cand-20260708-0450"	"PASS"	"地方"	""	""
"th5000-cand-20260708-0455"	"PASS"	"徹底地"	""	""
"th5000-cand-20260708-0458"	"PASS"	"整平；弄平"	""	""
"th5000-cand-20260708-0462"	"PASS"	"團體"	""	""
"th5000-cand-20260708-0467"	"PASS"	"弓"	""	""
"th5000-cand-20260708-0472"	"PASS"	"展示"	""	""
"th5000-cand-20260708-0479"	"PASS"	"小提琴"	""	""
"th5000-cand-20260708-0484"	"PASS"	"即將受戒為佛教僧侶的人"	""	""
"th5000-cand-20260708-0489"	"PASS"	"團體"	""	""
"th5000-cand-20260708-0494"	"PASS"	"都會"	""	""
"th5000-cand-20260708-0499"	"PASS"	"問題"	""	""
"th5000-cand-20260708-0506"	"PASS"	"三"	""	""
"th5000-cand-20260708-0509"	"PASS"	"結構"	""	""
"th5000-cand-20260708-0513"	"PASS"	"全部"	""	""
"th5000-cand-20260708-0518"	"PASS"	"排"	""	""
"th5000-cand-20260708-0522"	"PASS"	"丟"	""	""
"th5000-cand-20260708-0525"	"PASS"	"各種各樣的"	""	""
"th5000-cand-20260708-0529"	"PASS"	"中間"	""	""
"th5000-cand-20260708-0534"	"PASS"	"自由；有空"	""	""
"th5000-cand-20260708-0537"	"PASS"	"目錄"	""	""
"th5000-cand-20260708-0540"	"PASS"	"任何"	""	""
"th5000-cand-20260708-0543"	"PASS"	"駐紮"
"th5000-cand-20260708-0546"	"PASS"	"抽籤"	""	""
"th5000-cand-20260708-0551"	"PASS"	"公告；通知"	""	""
"th5000-cand-20260708-0554"	"PASS"	"明確；具體"	""	""
"th5000-cand-20260708-0557"	"PASS"	"被附身；著魔"	""	""
"th5000-cand-20260708-0564"	"PASS"	"花束"	""	""
"th5000-cand-20260708-0567"	"PASS"	"發布"	""	""
"th5000-cand-20260708-0570"	"PASS"	"一對"	""	""
"th5000-cand-20260708-0573"	"PASS"	"完全地"	""	""
"th5000-cand-20260708-0578"	"PASS"	"部分"	""	""
"th5000-cand-20260708-0581"	"PASS"	"類型"	""	""
"th5000-cand-20260708-0586"	"PASS"	"活動"	""	""
"th5000-cand-20260708-0590"	"PASS"	"洞"	""	""
"th5000-cand-20260708-0594"	"PASS"	"年老"	""	""
"th5000-cand-20260708-0599"	"PASS"	"溢出"	""	""
"th5000-cand-20260708-0602"	"PASS"	"租"	""	""
"th5000-cand-20260708-0605"	"PASS"	"說謊"	""	""
"th5000-cand-20260708-0608"	"PASS"	"點鐘"	""	""
"th5000-cand-20260708-0612"	"PASS"	"各種各樣的"	""	""
"th5000-cand-20260708-0616"	"PASS"	"最新的"	""	""
"th5000-cand-20260708-0621"	"PASS"	"部門"	""	""
"th5000-cand-20260708-0625"	"PASS"	"除了"	""	""
"th5000-cand-20260708-0631"	"PASS"	"打擾"	""	""
"th5000-cand-20260708-0635"	"PASS"	"規格"	""	""
"th5000-cand-20260708-0641"	"PASS"	"理事會"	""	""
"th5000-cand-20260708-0645"	"PASS"	"紡紗（紗線）"	""	""
"th5000-cand-20260708-0648"	"PASS"	"笑聲"	""	""
"th5000-cand-20260708-0654"	"PASS"	"安全地"	""	""
"th5000-cand-20260708-0658"	"PASS"	"雜貨店"	""	""
"th5000-cand-20260708-0663"	"PASS"	"蒸氣"	""	""
"th5000-cand-20260708-0666"	"PASS"	"身體"	""	""
"th5000-cand-20260708-0671"	"PASS"	"跑步"	""	""
"th5000-cand-20260708-0674"	"PASS"	"掩飾"	""	""
"th5000-cand-20260708-0678"	"PASS"	"學院"	""	""
"th5000-cand-20260708-0685"	"PASS"	"大學"	""	""
"th5000-cand-20260708-0688"	"PASS"	"保證"	""	""
"th5000-cand-20260708-0691"	"PASS"	"訪問"	""	""
"th5000-cand-20260708-0694"	"PASS"	"棲息處"	""	""
"th5000-cand-20260708-0700"	"PASS"	"估計"	""	""
"th5000-cand-20260708-0704"	"PASS"	"成功"	""	""
"th5000-cand-20260708-0708"	"PASS"	"生計；生活方式"	""	""
"th5000-cand-20260708-0711"	"PASS"	"住宅"	""	""
"th5000-cand-20260708-0715"	"PASS"	"年齡"	""	""
"th5000-cand-20260708-0718"	"PASS"	"平坦的"	""	""
"th5000-cand-20260708-0722"	"PASS"	"人們"	""	""
"th5000-cand-20260708-0726"	"PASS"	"帳戶"	""	""
"th5000-cand-20260708-0730"	"PASS"	"小蝦"	""	""
"th5000-cand-20260708-0734"	"PASS"	"理解"	""	""
"th5000-cand-20260708-0738"	"PASS"	"注意"	""	""
"th5000-cand-20260708-0742"	"PASS"	"放下"	""	""
"th5000-cand-20260708-0745"	"PASS"	"益處"	""	""
"th5000-cand-20260708-0748"	"PASS"	"支付"	""	""
"th5000-cand-20260708-0751"	"PASS"	"陰道"	""	""
"th5000-cand-20260708-0757"	"PASS"	"南"	""	""
"th5000-cand-20260708-0761"	"PASS"	"施捨"	""	""
"th5000-cand-20260708-0764"	"PASS"	"優於"	""	""
"th5000-cand-20260708-0767"	"PASS"	"適用"	""	""
"th5000-cand-20260708-0771"	"PASS"	"噴湧而出"	""	""
"th5000-cand-20260708-0775"	"PASS"	"產品"	""	""
"th5000-cand-20260708-0778"	"PASS"	"扳機"	""	""
"th5000-cand-20260708-0781"	"PASS"	"筒子架"
"th5000-cand-20260708-0785"	"PASS"	"吸收"	""	""
"th5000-cand-20260708-0788"	"PASS"	"片"	""	""
"th5000-cand-20260708-0791"	"PASS"	"從這一刻起"	""	""
"th5000-cand-20260708-0795"	"PASS"	"工作"	""	""
"th5000-cand-20260708-0798"	"PASS"	"碗"	""	""
"th5000-cand-20260708-0802"	"PASS"	"等級；名次"	""	""
"th5000-cand-20260708-0807"	"PASS"	"屁股"	""	""
"th5000-cand-20260708-0810"	"PASS"	"保護"	""	""
"th5000-cand-20260708-0813"	"PASS"	"失敗"	""	""
"th5000-cand-20260708-0816"	"PASS"	"顯眼；突出"	""	""
"th5000-cand-20260708-0819"	"PASS"	"搶"	""	""
"th5000-cand-20260708-0823"	"PASS"	"蹤跡"	""	""
"th5000-cand-20260708-0827"	"PASS"	"線"	""	""
"th5000-cand-20260708-0830"	"PASS"	"歡迎"	""	""
"th5000-cand-20260708-0835"	"PASS"	"調皮"	""	""
"th5000-cand-20260708-0841"	"PASS"	"太陽"	""	""
"th5000-cand-20260708-0844"	"PASS"	"照料；看管"	""	""
"th5000-cand-20260708-0847"	"PASS"	"失蹤；不見"	""	""
"th5000-cand-20260708-0851"	"PASS"	"好的"	""	""
"th5000-cand-20260708-0856"	"PASS"	"狀態"	""	""
"th5000-cand-20260708-0859"	"PASS"	"新房"	""	""
"th5000-cand-20260708-0863"	"PASS"	"分析"	""	""
"th5000-cand-20260708-0866"	"PASS"	"一般的"	""	""
"th5000-cand-20260708-0869"	"PASS"	"樁"	""	""
"th5000-cand-20260708-0872"	"PASS"	"勝利"	""	""
"th5000-cand-20260708-0877"	"PASS"	"入口"	""	""
"th5000-cand-20260708-0880"	"PASS"	"接下來；其次"	""	""
"th5000-cand-20260708-0885"	"PASS"	"蓬鬆的"	""	""
"th5000-cand-20260708-0889"	"PASS"	"中國的重量單位，等於 37.5 毫克（珠寶商使用）"	""	""
"th5000-cand-20260708-0893"	"PASS"	"鐵餅"	""	""
"th5000-cand-20260708-0897"	"PASS"	"疾病"	""	""
"th5000-cand-20260708-0902"	"PASS"	"寫"	""	""
"th5000-cand-20260708-0905"	"PASS"	"邊緣"	""	""
"th5000-cand-20260708-0909"	"PASS"	"方式"	""	""
"th5000-cand-20260708-0913"	"PASS"	"團體"	""	""
"th5000-cand-20260708-0916"	"PASS"	"結束"	""	""
"th5000-cand-20260708-0921"	"PASS"	"癌症"	""	""
"th5000-cand-20260708-0925"	"PASS"	"涉水而過"	""	""
"th5000-cand-20260708-0928"	"PASS"	"背包"	""	""
"th5000-cand-20260708-0931"	"PASS"	"地方"	""	""
"th5000-cand-20260708-0934"	"PASS"	"區"	""	""
"th5000-cand-20260708-0937"	"PASS"	"常"	""	""
"th5000-cand-20260708-0940"	"PASS"	"英尺"	""	""
"th5000-cand-20260708-0946"	"PASS"	"見面"	""	""
"th5000-cand-20260708-0949"	"PASS"	"用法類似 be 動詞，用來構成被動語態"	""	""
"th5000-cand-20260708-0953"	"PASS"	"社會；社交"	""	""
"th5000-cand-20260708-0956"	"PASS"	"擅長"	""	""
"th5000-cand-20260708-0959"	"PASS"	"筆記"	""	""
"th5000-cand-20260708-0963"	"PASS"	"法律"	""	""
"th5000-cand-20260708-0966"	"PASS"	"也"	""	""
"th5000-cand-20260708-0970"	"PASS"	"程式"	""	""
"th5000-cand-20260708-0975"	"PASS"	"移動"	""	""
"th5000-cand-20260708-0980"	"PASS"	"穿"	""	""
"th5000-cand-20260708-0983"	"PASS"	"內閣"	""	""
"th5000-cand-20260708-0988"	"PASS"	"相關性"	""	""
"th5000-cand-20260708-0993"	"PASS"	"支援"	""	""
"th5000-cand-20260708-0997"	"PASS"	"通常"	""	""
"th5000-cand-20260708-1001"	"PASS"	"指稱；提及"	""	""
"th5000-cand-20260708-1004"	"PASS"	"後部"	""	""
"th5000-cand-20260708-1007"	"PASS"	"投資"
"th5000-cand-20260708-1012"	"PASS"	"標記"	""	""
"th5000-cand-20260708-1015"	"PASS"	"一種砍刀"	""	""
"th5000-cand-20260708-1018"	"PASS"	"鬥爭"	""	""
"th5000-cand-20260708-1022"	"PASS"	"一種蛇的名稱"	""	""
"th5000-cand-20260708-1026"	"PASS"	"見面"	""	""
"th5000-cand-20260708-1030"	"PASS"	"更改為"	""	""
"th5000-cand-20260708-1033"	"PASS"	"命令"	""	""
"th5000-cand-20260708-1036"	"PASS"	"草稿"	""	""
"th5000-cand-20260708-1040"	"PASS"	"樹脂"	""	""
"th5000-cand-20260708-1043"	"PASS"	"例子"	""	""
"th5000-cand-20260708-1047"	"PASS"	"報告"	""	""
"th5000-cand-20260708-1051"	"PASS"	"完全的"	""	""
"th5000-cand-20260708-1055"	"PASS"	"享受"	""	""
"th5000-cand-20260708-1058"	"PASS"	"例如"	""	""
"th5000-cand-20260708-1063"	"PASS"	"陳述"	""	""
"th5000-cand-20260708-1066"	"PASS"	"競賽"	""	""
"th5000-cand-20260708-1069"	"PASS"	"網"	""	""
"th5000-cand-20260708-1073"	"PASS"	"結"	""	""
"th5000-cand-20260708-1077"	"PASS"	"練習"	""	""
"th5000-cand-20260708-1080"	"PASS"	"區"	""	""
"th5000-cand-20260708-1083"	"PASS"	"尋找"	""	""
"th5000-cand-20260708-1086"	"PASS"	"辦公室"	""	""
"th5000-cand-20260708-1089"	"PASS"	"條件；條款"	""	""
"th5000-cand-20260708-1092"	"PASS"	"編織"	""	""
"th5000-cand-20260708-1097"	"PASS"	"湧出"	""	""
"th5000-cand-20260708-1101"	"PASS"	"投影片；幻燈片"	""	""
"th5000-cand-20260708-1104"	"PASS"	"發展"	""	""
"th5000-cand-20260708-1108"	"PASS"	"繫上腰帶"	""	""
"th5000-cand-20260708-1111"	"PASS"	"問"	""	""
"th5000-cand-20260708-1115"	"PASS"	"一種用竹子製成的籃子，用來收集鹽"	""	""
"th5000-cand-20260708-1118"	"PASS"	"看看你！"	""	""
"th5000-cand-20260708-1121"	"PASS"	"出來"	""	""
"th5000-cand-20260708-1124"	"PASS"	"水"	""	""
"th5000-cand-20260708-1127"	"PASS"	"農地"	""	""
"th5000-cand-20260708-1132"	"PASS"	"戲劇；舞台劇"	""	""
"th5000-cand-20260708-1135"	"PASS"	"變得"	""	""
"th5000-cand-20260708-1138"	"PASS"	"強調"	""	""
"th5000-cand-20260708-1141"	"PASS"	"財產"	""	""
"th5000-cand-20260708-1146"	"PASS"	"允許"	""	""
"th5000-cand-20260708-1150"	"PASS"	"目的"	""	""
"th5000-cand-20260708-1153"	"PASS"	"開花；萌芽"	""	""
"th5000-cand-20260708-1156"	"PASS"	"分類"	""	""
"th5000-cand-20260708-1159"	"PASS"	"活力"	""	""
"th5000-cand-20260708-1162"	"PASS"	"組織"	""	""
"th5000-cand-20260708-1165"	"PASS"	"阻塞"	""	""
"th5000-cand-20260708-1170"	"PASS"	"放"	""	""
"th5000-cand-20260708-1173"	"PASS"	"同意"	""	""
"th5000-cand-20260708-1176"	"PASS"	"幼苗"	""	""
"th5000-cand-20260708-1179"	"PASS"	"是正確的"	""	""
"th5000-cand-20260708-1184"	"PASS"	"結束；完結"	""	""
"th5000-cand-20260708-1188"	"PASS"	"比較"	""	""
"th5000-cand-20260708-1192"	"PASS"	"自然"	""	""
"th5000-cand-20260708-1195"	"PASS"	"支援"	""	""
"th5000-cand-20260708-1198"	"PASS"	"準確"	""	""
"th5000-cand-20260708-1201"	"PASS"	"卡片"	""	""
"th5000-cand-20260708-1204"	"PASS"	"射擊"	""	""
"th5000-cand-20260708-1207"	"PASS"	"文件"	""	""
"th5000-cand-20260708-1210"	"PASS"	"吸一口毒品或鴉片"	""	""
"th5000-cand-20260708-1213"	"PASS"	"享受"	""	""
"th5000-cand-20260708-1216"	"PASS"	"浮腫"
"th5000-cand-20260708-1219"	"PASS"	"值得"	""	""
"th5000-cand-20260708-1225"	"PASS"	"圓圈"	""	""
"th5000-cand-20260708-1229"	"PASS"	"考慮"	""	""
"th5000-cand-20260708-1232"	"PASS"	"父親"	""	""
"th5000-cand-20260708-1235"	"PASS"	"司法部"	""	""
"th5000-cand-20260708-1238"	"PASS"	"（商業）交易"	""	""
"th5000-cand-20260708-1242"	"PASS"	"取回"	""	""
"th5000-cand-20260708-1245"	"PASS"	"然後"	""	""
"th5000-cand-20260708-1248"	"PASS"	"雙子座"	""	""
"th5000-cand-20260708-1252"	"PASS"	"預約"	""	""
"th5000-cand-20260708-1255"	"PASS"	"系統地"	""	""
"th5000-cand-20260708-1258"	"PASS"	"莎草、菖蒲、蘭花、大麻及草本植物的總稱"	""	""
"th5000-cand-20260708-1263"	"PASS"	"一串香蕉"	""	""
"th5000-cand-20260708-1267"	"PASS"	"考慮"	""	""
"th5000-cand-20260708-1271"	"PASS"	"柚木"	""	""
"th5000-cand-20260708-1274"	"PASS"	"每個人"	""	""
"th5000-cand-20260708-1280"	"PASS"	"十萬"	""	""
"th5000-cand-20260708-1283"	"PASS"	"訴訟"	""	""
"th5000-cand-20260708-1286"	"PASS"	"桌子"	""	""
"th5000-cand-20260708-1290"	"PASS"	"代理人"	""	""
"th5000-cand-20260708-1293"	"PASS"	"洞察力"	""	""
"th5000-cand-20260708-1297"	"PASS"	"疑問助詞"	""	""
"th5000-cand-20260708-1300"	"PASS"	"感到痙攣"	""	""
"th5000-cand-20260708-1304"	"PASS"	"交換"	""	""
"th5000-cand-20260708-1307"	"PASS"	"轉過臉"	""	""
"th5000-cand-20260708-1310"	"PASS"	"開支"	""	""
"th5000-cand-20260708-1314"	"PASS"	"機巧；狡猾"	""	""
"th5000-cand-20260708-1318"	"PASS"	"可信"	""	""
"th5000-cand-20260708-1321"	"PASS"	"相機"	""	""
"th5000-cand-20260708-1324"	"PASS"	"值得"	""	""
"th5000-cand-20260708-1327"	"PASS"	"美德"	""	""
"th5000-cand-20260708-1331"	"PASS"	"網"	""	""
"th5000-cand-20260708-1334"	"PASS"	"物體；物質"	""	""
"th5000-cand-20260708-1337"	"PASS"	"顫動"	""	""
"th5000-cand-20260708-1342"	"PASS"	"價格"	""	""
"th5000-cand-20260708-1345"	"PASS"	"程序；步驟"	""	""
"th5000-cand-20260708-1348"	"PASS"	"證據"	""	""
"th5000-cand-20260708-1351"	"PASS"	"方便"	""	""
"th5000-cand-20260708-1355"	"PASS"	"統計數據；統計量"	""	""
"th5000-cand-20260708-1359"	"PASS"	"科學"	""	""
"th5000-cand-20260708-1362"	"PASS"	"顯而易見"	""	""
"th5000-cand-20260708-1366"	"PASS"	"個人"	""	""
"th5000-cand-20260708-1371"	"PASS"	"週一"	""	""
"th5000-cand-20260708-1375"	"PASS"	"擁有者"	""	""
"th5000-cand-20260708-1378"	"PASS"	"熊"	""	""
"th5000-cand-20260708-1382"	"PASS"	"區域網路"	""	""
"th5000-cand-20260708-1386"	"PASS"	"如何"	""	""
"th5000-cand-20260708-1389"	"PASS"	"過度地"	""	""
"th5000-cand-20260708-1393"	"PASS"	"繁榮"	""	""
"th5000-cand-20260708-1396"	"PASS"	"神話中的類人生物"	""	""
"th5000-cand-20260708-1399"	"PASS"	"危險"	""	""
"th5000-cand-20260708-1403"	"PASS"	"學術事項；技術事項"	""	""
"th5000-cand-20260708-1406"	"PASS"	"牛"	""	""
"th5000-cand-20260708-1411"	"PASS"	"馬努"	""	""
"th5000-cand-20260708-1415"	"PASS"	"年輕男子"	""	""
"th5000-cand-20260708-1420"	"PASS"	"指出；指向"	""	""
"th5000-cand-20260708-1424"	"PASS"	"棲息地"	""	""
"th5000-cand-20260708-1427"	"PASS"	"地球"	""	""
"th5000-cand-20260708-1430"	"PASS"	"腐爛"	""	""
"th5000-cand-20260708-1434"	"PASS"	"季節"
"th5000-cand-20260708-1437"	"PASS"	"訓練"	""	""
"th5000-cand-20260708-1440"	"PASS"	"因素"	""	""
"th5000-cand-20260708-1445"	"PASS"	"胸部"	""	""
"th5000-cand-20260708-1449"	"PASS"	"最後的"	""	""
"th5000-cand-20260708-1452"	"PASS"	"載入"	""	""
"th5000-cand-20260708-1457"	"PASS"	"成為第一"	""	""
"th5000-cand-20260708-1460"	"PASS"	"創新"	""	""
"th5000-cand-20260708-1464"	"PASS"	"技能"	""	""
"th5000-cand-20260708-1469"	"PASS"	"區域"	""	""
"th5000-cand-20260708-1472"	"PASS"	"學習"	""	""
"th5000-cand-20260708-1475"	"PASS"	"蜂擁；群聚"	""	""
"th5000-cand-20260708-1480"	"PASS"	"到處"	""	""
"th5000-cand-20260708-1484"	"PASS"	"菠菜"	""	""
"th5000-cand-20260708-1487"	"PASS"	"覆蓋"	""	""
"th5000-cand-20260708-1490"	"PASS"	"優點"	""	""
"th5000-cand-20260708-1495"	"PASS"	"天秤座"	""	""
"th5000-cand-20260708-1499"	"PASS"	"總統"	""	""
"th5000-cand-20260708-1502"	"PASS"	"海洋"	""	""
"th5000-cand-20260708-1507"	"PASS"	"按"	""	""
"th5000-cand-20260708-1510"	"PASS"	"調查"	""	""
"th5000-cand-20260708-1514"	"PASS"	"儀式"	""	""
"th5000-cand-20260708-1517"	"PASS"	"同意"	""	""
"th5000-cand-20260708-1520"	"PASS"	"色情片"	""	""
"th5000-cand-20260708-1524"	"PASS"	"計劃"	""	""
"th5000-cand-20260708-1530"	"PASS"	"公羊"	""	""
"th5000-cand-20260708-1535"	"PASS"	"模仿；抄錄"	""	""
"th5000-cand-20260708-1539"	"PASS"	"承認錯誤"	""	""
"th5000-cand-20260708-1542"	"PASS"	"結構"	""	""
"th5000-cand-20260708-1545"	"PASS"	"種類"	""	""
"th5000-cand-20260708-1548"	"PASS"	"任何事物"	""	""
"th5000-cand-20260708-1551"	"PASS"	"參加"	""	""
"th5000-cand-20260708-1554"	"PASS"	"粉末"	""	""
"th5000-cand-20260708-1559"	"PASS"	"忽略"	""	""
"th5000-cand-20260708-1562"	"PASS"	"違背"	""	""
"th5000-cand-20260708-1566"	"PASS"	"服務人員；協助者"	""	""
"th5000-cand-20260708-1569"	"PASS"	"大受歡迎"	""	""
"th5000-cand-20260708-1573"	"PASS"	"常"	""	""
"th5000-cand-20260708-1576"	"PASS"	"探測"	""	""
"th5000-cand-20260708-1579"	"PASS"	"群體；團塊"	""	""
"th5000-cand-20260708-1583"	"PASS"	"名聲"	""	""
"th5000-cand-20260708-1589"	"PASS"	"依賴於"	""	""
"th5000-cand-20260708-1596"	"PASS"	"商業"	""	""
"th5000-cand-20260708-1599"	"PASS"	"路線"	""	""
"th5000-cand-20260708-1602"	"PASS"	"金融的"	""	""
"th5000-cand-20260708-1605"	"PASS"	"贏"	""	""
"th5000-cand-20260708-1609"	"PASS"	"花環"	""	""
"th5000-cand-20260708-1614"	"PASS"	"隨時"	""	""
"th5000-cand-20260708-1617"	"PASS"	"負責"	""	""
"th5000-cand-20260708-1621"	"PASS"	"狀態"	""	""
"th5000-cand-20260708-1624"	"PASS"	"切"	""	""
"th5000-cand-20260708-1627"	"PASS"	"森林"	""	""
"th5000-cand-20260708-1630"	"PASS"	"車站"	""	""
"th5000-cand-20260708-1633"	"PASS"	"性別"	""	""
"th5000-cand-20260708-1636"	"PASS"	"工程"	""	""
"th5000-cand-20260708-1640"	"PASS"	"被視為"	""	""
"th5000-cand-20260708-1646"	"PASS"	"分期付款"	""	""
"th5000-cand-20260708-1650"	"PASS"	"迅速；很快"	""	""
"th5000-cand-20260708-1653"	"PASS"	"清除"	""	""
"th5000-cand-20260708-1656"	"PASS"	"拉緊"	""	""
"th5000-cand-20260708-1659"	"PASS"	"溝通"
"th5000-cand-20260708-1662"	"PASS"	"預留的；保留的"	""	""
"th5000-cand-20260708-1665"	"PASS"	"結果"	""	""
"th5000-cand-20260708-1669"	"PASS"	"血統"	""	""
"th5000-cand-20260708-1673"	"PASS"	"交易；做買賣"	""	""
"th5000-cand-20260708-1677"	"PASS"	"委員會"	""	""
"th5000-cand-20260708-1680"	"PASS"	"國家的"	""	""
"th5000-cand-20260708-1685"	"PASS"	"咒語"	""	""
"th5000-cand-20260708-1689"	"PASS"	"會議"	""	""
"th5000-cand-20260708-1692"	"PASS"	"密碼"	""	""
