"source_candidate_id"	"verdict"	"current_translation_zh_tw"	"suggested_translation_zh_tw"	"reason"
"th5000-cand-20260708-1155"	"PASS"	"生產"	""	""
"th5000-cand-20260708-1158"	"PASS"	"判斷；裁決"	""	""
"th5000-cand-20260708-1161"	"PASS"	"幫助"	""	""
"th5000-cand-20260708-1164"	"PASS"	"撕裂"	""	""
"th5000-cand-20260708-1169"	"PASS"	"留意"	""	""
"th5000-cand-20260708-1172"	"PASS"	"數學題"	""	""
"th5000-cand-20260708-1175"	"PASS"	"提款"	""	""
"th5000-cand-20260708-1178"	"PASS"	"歷史"	""	""
"th5000-cand-20260708-1182"	"PASS"	"從而"	""	""
"th5000-cand-20260708-1187"	"PASS"	"大聲地"	""	""
"th5000-cand-20260708-1191"	"PASS"	"賺取利潤"	""	""
"th5000-cand-20260708-1194"	"PASS"	"平滑；光滑"	""	""
"th5000-cand-20260708-1197"	"PASS"	"順利"	""	""
"th5000-cand-20260708-1200"	"PASS"	"展開"	""	""
"th5000-cand-20260708-1203"	"PASS"	"形成"	""	""
"th5000-cand-20260708-1206"	"PASS"	"一段時間"	""	""
"th5000-cand-20260708-1209"	"PASS"	"外國；異域"	""	""
"th5000-cand-20260708-1212"	"PASS"	"期間"	""	""
"th5000-cand-20260708-1215"	"PASS"	"使成圓形"	""	""
"th5000-cand-20260708-1218"	"PASS"	"必須"	""	""
"th5000-cand-20260708-1223"	"PASS"	"保證"	""	""
"th5000-cand-20260708-1227"	"PASS"	"如何"	""	""
"th5000-cand-20260708-1231"	"PASS"	"收入"	""	""
"th5000-cand-20260708-1234"	"PASS"	"乾淨"	""	""
"th5000-cand-20260708-1237"	"PASS"	"移動"	""	""
"th5000-cand-20260708-1241"	"PASS"	"簡單"	""	""
"th5000-cand-20260708-1244"	"PASS"	"支付"	""	""
"th5000-cand-20260708-1247"	"PASS"	"紅蔥頭"	""	""
"th5000-cand-20260708-1250"	"PASS"	"修理"	""	""
"th5000-cand-20260708-1254"	"PASS"	"傾斜的"	""	""
"th5000-cand-20260708-1257"	"PASS"	"社區"	""	""
"th5000-cand-20260708-1261"	"PASS"	"存錢"	""	""
"th5000-cand-20260708-1266"	"PASS"	"一種捕魚籠"	""	""
"th5000-cand-20260708-1270"	"PASS"	"缺乏"	""	""
"th5000-cand-20260708-1273"	"PASS"	"佛"	""	""
"th5000-cand-20260708-1276"	"PASS"	"可信"	""	""
"th5000-cand-20260708-1282"	"PASS"	"拳擊"	""	""
"th5000-cand-20260708-1285"	"PASS"	"全世界"	""	""
"th5000-cand-20260708-1289"	"PASS"	"發生"	""	""
"th5000-cand-20260708-1292"	"PASS"	"稻穗"	""	""
"th5000-cand-20260708-1295"	"PASS"	"年幼；年輕"	""	""
"th5000-cand-20260708-1299"	"PASS"	"視為；認為是"	""	""
"th5000-cand-20260708-1303"	"PASS"	"支柱"	""	""
"th5000-cand-20260708-1306"	"PASS"	"符號"	""	""
"th5000-cand-20260708-1309"	"PASS"	"遇到麻煩"	""	""
"th5000-cand-20260708-1313"	"PASS"	"寬敞"	""	""
"th5000-cand-20260708-1317"	"PASS"	"未來"	""	""
"th5000-cand-20260708-1320"	"PASS"	"劣質黃金"	""	""
"th5000-cand-20260708-1323"	"PASS"	"估計"	""	""
"th5000-cand-20260708-1326"	"PASS"	"電池"	""	""
"th5000-cand-20260708-1330"	"PASS"	"策略"	""	""
"th5000-cand-20260708-1333"	"PASS"	"清邁"	""	""
"th5000-cand-20260708-1336"	"PASS"	"翱翔"	""	""
"th5000-cand-20260708-1341"	"PASS"	"前述"	""	""
"th5000-cand-20260708-1344"	"PASS"	"擔心"	""	""
"th5000-cand-20260708-1347"	"PASS"	"進位"	""	""
"th5000-cand-20260708-1350"	"PASS"	"金屬線；電線"	""	""
"th5000-cand-20260708-1353"	"PASS"	"直接"	""	""
"th5000-cand-20260708-1358"	"PASS"	"影響"	""	""
"th5000-cand-20260708-1361"	"PASS"	"聚集在一起"	""	""
"th5000-cand-20260708-1365"	"PASS"	"逐漸減少"	""	""
"th5000-cand-20260708-1368"	"PASS"	"不同"	""	""
"th5000-cand-20260708-1374"	"PASS"	"山"	""	""
"th5000-cand-20260708-1377"	"PASS"	"敘述"	""	""
"th5000-cand-20260708-1381"	"PASS"	"公車站"	""	""
"th5000-cand-20260708-1384"	"PASS"	"選擇"	""	""
"th5000-cand-20260708-1388"	"PASS"	"除草；割草"	""	""
"th5000-cand-20260708-1391"	"PASS"	"鼓勵"	""	""
"th5000-cand-20260708-1395"	"PASS"	"誦念禱文"	""	""
"th5000-cand-20260708-1398"	"PASS"	"韓國"	""	""
"th5000-cand-20260708-1402"	"PASS"	"重疊"	""	""
"th5000-cand-20260708-1405"	"PASS"	"說服"	""	""
"th5000-cand-20260708-1408"	"PASS"	"擊中"	""	""
"th5000-cand-20260708-1414"	"PASS"	"理解"	""	""
"th5000-cand-20260708-1418"	"PASS"	"糖棕"	""	""
"th5000-cand-20260708-1423"	"PASS"	"受僱工作"	""	""
"th5000-cand-20260708-1426"	"PASS"	"炫耀"	""	""
"th5000-cand-20260708-1429"	"PASS"	"工程師"	""	""
"th5000-cand-20260708-1433"	"PASS"	"無精打采地"	""	""
"th5000-cand-20260708-1436"	"PASS"	"彙整；編纂"	""	""
"th5000-cand-20260708-1439"	"PASS"	"政府"	""	""
"th5000-cand-20260708-1444"	"PASS"	"是……的成員"	""	""
"th5000-cand-20260708-1447"	"PASS"	"沼澤"	""	""
"th5000-cand-20260708-1451"	"PASS"	"反駁"	""	""
"th5000-cand-20260708-1456"	"PASS"	"旋轉"	""	""
"th5000-cand-20260708-1459"	"PASS"	"熟練"	""	""
"th5000-cand-20260708-1463"	"PASS"	"上升"	""	""
"th5000-cand-20260708-1468"	"PASS"	"劃分"	""	""
"th5000-cand-20260708-1471"	"PASS"	"部會"	""	""
"th5000-cand-20260708-1474"	"PASS"	"機構"	""	""
"th5000-cand-20260708-1477"	"PASS"	"給予者"	""	""
"th5000-cand-20260708-1483"	"PASS"	"時間"	""	""
"th5000-cand-20260708-1486"	"PASS"	"鑽孔；穿刺"	""	""
"th5000-cand-20260708-1489"	"PASS"	"收錢"	""	""
"th5000-cand-20260708-1494"	"PASS"	"編織；編辮"	""	""
"th5000-cand-20260708-1497"	"PASS"	"風"	""	""
"th5000-cand-20260708-1501"	"PASS"	"急轉彎"	""	""
"th5000-cand-20260708-1506"	"PASS"	"啄"	""	""
"th5000-cand-20260708-1509"	"PASS"	"原因"	""	""
"th5000-cand-20260708-1512"	"PASS"	"使變窄；縮小"	""	""
"th5000-cand-20260708-1516"	"PASS"	"文化"	""	""
"th5000-cand-20260708-1519"	"PASS"	"故事"	""	""
"th5000-cand-20260708-1523"	"PASS"	"晚上"	""	""
"th5000-cand-20260708-1528"	"PASS"	"持續；長久"	""	""
"th5000-cand-20260708-1534"	"PASS"	"酸"	""	""
"th5000-cand-20260708-1538"	"PASS"	"總統"	""	""
"th5000-cand-20260708-1541"	"PASS"	"友善待人"	""	""
"th5000-cand-20260708-1544"	"PASS"	"影響"	""	""
"th5000-cand-20260708-1547"	"PASS"	"基於"	""	""
"th5000-cand-20260708-1550"	"PASS"	"隱藏"	""	""
"th5000-cand-20260708-1553"	"PASS"	"非常；極其"	""	""
"th5000-cand-20260708-1557"	"PASS"	"吸"	""	""
"th5000-cand-20260708-1561"	"PASS"	"任其如此"	""	""
"th5000-cand-20260708-1565"	"PASS"	"高腳托盤"	""	""
"th5000-cand-20260708-1568"	"PASS"	"公關"	""	""
"th5000-cand-20260708-1572"	"PASS"	"智力"	""	""
"th5000-cand-20260708-1575"	"PASS"	"時間"	""	""
"th5000-cand-20260708-1578"	"PASS"	"對抗"	""	""
"th5000-cand-20260708-1582"	"PASS"	"維持"	""	""
"th5000-cand-20260708-1585"	"PASS"	"如同；按照"	""	""
"th5000-cand-20260708-1593"	"PASS"	"侵害"	""	""
"th5000-cand-20260708-1598"	"PASS"	"杵"	""	""
"th5000-cand-20260708-1601"	"PASS"	"網路"	""	""
"th5000-cand-20260708-1604"	"PASS"	"使滿意"	""	""
"th5000-cand-20260708-1608"	"PASS"	"如下"	""	""
"th5000-cand-20260708-1613"	"PASS"	"年輕女孩"	""	""
"th5000-cand-20260708-1616"	"PASS"	"使用者"	""	""
"th5000-cand-20260708-1619"	"PASS"	"棍子"	""	""
"th5000-cand-20260708-1623"	"PASS"	"提醒"	""	""
"th5000-cand-20260708-1626"	"PASS"	"懷疑"	""	""
"th5000-cand-20260708-1629"	"PASS"	"漸漸地"	""	""
"th5000-cand-20260708-1632"	"PASS"	"代理人"	""	""
"th5000-cand-20260708-1635"	"PASS"	"分配；平分"	""	""
"th5000-cand-20260708-1638"	"PASS"	"直接進去"	""	""
"th5000-cand-20260708-1642"	"PASS"	"蚊帳"	""	""
"th5000-cand-20260708-1649"	"PASS"	"禪宗"	""	""
"th5000-cand-20260708-1652"	"PASS"	"舉起；抬高"	""	""
"th5000-cand-20260708-1655"	"PASS"	"春武里府"	""	""
"th5000-cand-20260708-1658"	"PASS"	"蠍子"	""	""
"th5000-cand-20260708-1661"	"PASS"	"橫切"	""	""
"th5000-cand-20260708-1664"	"PASS"	"採取行動"	""	""
"th5000-cand-20260708-1668"	"PASS"	"傳播"	""	""
"th5000-cand-20260708-1672"	"PASS"	"機會"	""	""
