source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-0194	แร	v	17276	draw (lines)	write; sketch	1	v	畫（線）	authored_needs_review
th5000-cand-20260708-0197	เว็บไซต์	n	2817	website		1	n	網站	authored_needs_review
th5000-cand-20260708-0200	ทำให้	v	24505	cause	make	1	v	導致；引起	authored_needs_review
th5000-cand-20260708-0207	รอง	n	35584	deputy	assistant	5	n;v	副手；助理	authored_needs_review
th5000-cand-20260708-0215	กห	n	1392	Ministry of Defence	MOD	1	n	國防部	authored_needs_review
th5000-cand-20260708-0218	ลุ	v	7017	attain	achieve; accomplish; reach; gain; get ; obtain; acquire	3	v	達到	authored_needs_review
th5000-cand-20260708-0221	แห	n	7935	fishnet	cast nest	1	n	魚網	authored_needs_review
th5000-cand-20260708-0224	ซึ่ง	pron	28869	which	that; where; what	1	pron	哪個	authored_needs_review
th5000-cand-20260708-0228	พี	adj	14851	fat		1	adj	胖的	authored_needs_review
th5000-cand-20260708-0232	เดิม	adj	21062	old	former; primary	3	adj;adv	老的	authored_needs_review
th5000-cand-20260708-0237	หาร	v	38963	share	divide; assign; distribute	1	v	分享	authored_needs_review
th5000-cand-20260708-0240	กิจ	n	30416	duty	work; business; affair; activity; operation	1	n	責任	authored_needs_review
th5000-cand-20260708-0246	ปก	n	27257	cover	book cover; jacket	3	n;v	封面；書套	authored_needs_review
th5000-cand-20260708-0249	มหา	n	5536	title confered on Buddhist monk who passed the third grade in Buddhist theology	graduate in Buddhist theology who passes at least the third grade out of nine grades in all	2	adj;n	授予佛教神學三級僧人稱號	authored_needs_review
th5000-cand-20260708-0259	สินค้า	n	3336	goods	merchandise; wares	2	n	商品	authored_needs_review
th5000-cand-20260708-0265	ตอน	n	22504	part	portion; section; passage; paragraph	6	clas;conj;n;prep;v	部分	authored_needs_review
th5000-cand-20260708-0269	จุ	v	33268	contain	hold; have a capacity for; be capable for holding	2	adv;v	包含	authored_needs_review
th5000-cand-20260708-0276	กรุ	n	30109	underground hiding place	chamber; repository; hiding place	2	n;v	地下藏身之處	authored_needs_review
th5000-cand-20260708-0281	แพ	n	37286	raft		2	n	筏	authored_needs_review
th5000-cand-20260708-0284	เดิมพัน	n	21066	wager	gambling; stake; bet	2	n;v	賭注	authored_needs_review
th5000-cand-20260708-0289	ภัย	n	9590	danger	harm; risk; threat; peril; hazard	1	n	危險	authored_needs_review
th5000-cand-20260708-0295	แอ	adj	19922	young	small	1	adj	年輕的	authored_needs_review
th5000-cand-20260708-0299	ศึกษา	v	2998	study	learn	2	v	學習	authored_needs_review
th5000-cand-20260708-0306	มุ	v	15952	concentrate	try hard; work hard; make determined effort; attempt	1	v	集中	authored_needs_review
th5000-cand-20260708-0311	ยี	v	5722	crush	mix; blend; mash	1	v	壓碎	authored_needs_review
th5000-cand-20260708-0314	สมาชิก	n	7369	member	fellow	1	n	成員	authored_needs_review
th5000-cand-20260708-0317	งง	v	12754	confuse	blur; obscure; perplex; bewilder	3	adj;v	迷惑	authored_needs_review
th5000-cand-20260708-0323	ถอน	v	23266	withdraw	quit; secede from	5	v	提取	authored_needs_review
th5000-cand-20260708-0327	ต้องการ	v	22607	require	want; need; request; ask; demand; desire	1	v	要求	authored_needs_review
th5000-cand-20260708-0330	วท	n	1615	Thailand Institute of Scientific and Technological Research	TISTR	1	n	泰國科學技術研究院	authored_needs_review
th5000-cand-20260708-0334	ราช	n	26704	king	monarch; royal; sovereign	1	n	國王	authored_needs_review
th5000-cand-20260708-0339	ระดับ	n	39346	class	grade; level; degree; caste; row; rank	1	n	班級	authored_needs_review
th5000-cand-20260708-0342	กรุง	n	30113	city	capital; metropolis	1	n	城市	authored_needs_review
th5000-cand-20260708-0345	เอง	adv	3897	alone	by oneself; without company; on one's tod	3	adv	獨自	authored_needs_review
th5000-cand-20260708-0348	โอก	n	19876	dwelling	residence; house; home	3	n;v	住宅	authored_needs_review
th5000-cand-20260708-0352	ธรรม	n	34749	doctrine	Teaching of Buddha; dharma	1	n	教義	authored_needs_review
th5000-cand-20260708-0355	เกี่ยว	v	9916	hook	seize; catch; fasten; hitch; clasp	3	v	鉤住	authored_needs_review
th5000-cand-20260708-0358	ปลอด	v	13216	be free from	be clear of	4	adj;v	免受	authored_needs_review
th5000-cand-20260708-0361	แตก	v	22981	split	break; separate	6	adv;v	分裂	authored_needs_review
th5000-cand-20260708-0365	ผลิต	v	16828	generate	breed; produce	2	v	產生	authored_needs_review
th5000-cand-20260708-0368	ประสบ	v	27620	face	encounter; meet; find; face; confront	1	v	面對	authored_needs_review
th5000-cand-20260708-0374	ปลอดภัย	v	13204	be safe	be out of danger; be free from harm; be secure	1	v	安全	authored_needs_review
th5000-cand-20260708-0379	เพรา	n	15050	time		1	n	時間	authored_needs_review
th5000-cand-20260708-0382	ลาก	v	38851	draw (a line)		3	v	畫（一條線）	authored_needs_review
th5000-cand-20260708-0386	สู่	v	4032	share	partake; distribute	3	prep;v	分享	authored_needs_review
th5000-cand-20260708-0390	ขั้น	n	10379	stage	grade; step; level	2	clas;n	階段	authored_needs_review
th5000-cand-20260708-0394	นาย	n	25106	employer		4	n	雇主	authored_needs_review
th5000-cand-20260708-0398	สำคัญ	v	3303	important		4	adj;v	很重要	authored_needs_review
th5000-cand-20260708-0402	วิธี	n	7227	means	way; method; process; mode	1	n	方法	authored_needs_review
th5000-cand-20260708-0407	ตรา	n	22376	brand	mark; trademark	4	n;v	品牌	authored_needs_review
th5000-cand-20260708-0411	ไข	n	10085	fat	grease	4	n;v	脂肪	authored_needs_review
th5000-cand-20260708-0416	เท่	v	4009	be chic	be stylish; be elegant; be smart; be handsome; be trendy	5	v	時髦；有型	authored_needs_review
th5000-cand-20260708-0420	โบนัส	n	25828	bonus		2	n	獎金	authored_needs_review
th5000-cand-20260708-0423	พัฒนา	v	14536	develop		1	v	發展	authored_needs_review
th5000-cand-20260708-0426	ปลี	n	13242	banana blossom		1	n	香蕉花	authored_needs_review
th5000-cand-20260708-0429	วิทยา	n	6176	knowledge	philosophy; science; learning	1	n	知識	authored_needs_review
th5000-cand-20260708-0432	ภาย	n	15541	time		3	n	時間	authored_needs_review
th5000-cand-20260708-0435	ตลอด	adv	22563	thoroughly		2	adv;prep	徹底地	authored_needs_review
th5000-cand-20260708-0438	ภาค	n	9593	part	section	2	n	部分	authored_needs_review
th5000-cand-20260708-0442	จัง	adv	38229	greatly	extremely; exceedingly	1	adv	大大地	authored_needs_review
th5000-cand-20260708-0446	แก้	v	32068	repair	mend; fix	3	v	維修	authored_needs_review
th5000-cand-20260708-0450	แห่ง	n	3418	place		3	n;prep	地方	authored_needs_review
th5000-cand-20260708-0455	ทั่ว	adv	24818	thoroughly	in all place; everywhere; throughout; overall; completely	2	adv;prep	徹底地	authored_needs_review
th5000-cand-20260708-0458	ปรับ	v	27444	level	smooth; even; flatten	3	v	整平；弄平	authored_needs_review
th5000-cand-20260708-0462	พวก	n	14380	group	community; party; company; followers; gang	2	clas;n	團體	authored_needs_review
th5000-cand-20260708-0467	ศร	n	18444	bow		2	n	弓	authored_needs_review
th5000-cand-20260708-0472	แสดง	v	3405	show	display; exhibit	3	v	展示	authored_needs_review
th5000-cand-20260708-0479	ซอ	n	28730	fiddle	bamboo stump; bamboo clump; violin	1	n	小提琴	authored_needs_review
th5000-cand-20260708-0484	นาค	n	24971	person about to be ordained as a Buddhist priest		2	n	即將受戒為佛教僧侶的人	authored_needs_review
th5000-cand-20260708-0489	ค่าย	n	11059	group	faction; party; side; clique; coterie	2	n	團體	authored_needs_review
th5000-cand-20260708-0494	มหานคร	n	4240	metropolis	capital	1	n	都會	authored_needs_review
th5000-cand-20260708-0499	ปัญหา	n	13295	problem	question; trouble	1	n	問題	authored_needs_review
th5000-cand-20260708-0506	ตรี	n	22357	three	third; triple; tri	1	n	三	authored_needs_review
th5000-cand-20260708-0509	โครง	n	12703	structure	construction; frame; framework	1	n	結構	authored_needs_review
th5000-cand-20260708-0513	ต่างๆ	det	22302	all	all sorts/kinds of; a variety of	1	det	全部	authored_needs_review
th5000-cand-20260708-0518	แนว	n	11926	row	column; line; range	4	clas;n	排	authored_needs_review
th5000-cand-20260708-0522	ปา	v	13432	throw	pitch	1	v	丟	authored_needs_review
th5000-cand-20260708-0525	มากมาย	adj	25552	various	several; a lot of; many; diversified; miscellaneous; numerous	2	adj;adv	各種各樣的	authored_needs_review
th5000-cand-20260708-0529	กลาง	adj	29091	middle	intermediate	5	adj;adv	中間	authored_needs_review
th5000-cand-20260708-0534	ว่าง	v	7194	be free	be at leisure; be at liberty; be unoccupied; be vacant	2	adj;v	自由；有空	authored_needs_review
th5000-cand-20260708-0537	รายการ	n	9317	catalogue	list; list of items; directory; record	1	n	目錄	authored_needs_review
th5000-cand-20260708-0540	ใด	det	21217	any	which; what	2	det	任何	authored_needs_review
th5000-cand-20260708-0543	ประจำ	v	27057	be stationed	be placed permanently; be posted	3	adj;adv;v	駐紮	authored_needs_review
th5000-cand-20260708-0546	หวย	n	17647	lottery	raffle; draw	1	n	抽籤	authored_needs_review
th5000-cand-20260708-0551	ประกาศ	n	27120	notice	notification; announcement; declaration; proclamation	2	n;v	公告；通知	authored_needs_review
th5000-cand-20260708-0554	เฉพาะ	v	27706	be specific	be particular; be peculiar to; be limited	2	adv;v	明確；具體	authored_needs_review
th5000-cand-20260708-0557	อำ	v	4777	be possessed		2	v	被附身；著魔	authored_needs_review
th5000-cand-20260708-0564	ช่อ	n	33499	bouquet	cluster; bunch; corsage	1	n	花束	authored_needs_review
th5000-cand-20260708-0567	ตีพิมพ์	v	22725	publish	print; issue	1	v	發布	authored_needs_review
th5000-cand-20260708-0570	คู่	n	12205	pair		5	adj;clas;n;v	一對	authored_needs_review
th5000-cand-20260708-0573	รวด	adv	4749	wholly	entirely; completely	2	adv	完全地	authored_needs_review
th5000-cand-20260708-0578	พู	n	14994	section	segment; portion	1	n	部分	authored_needs_review
th5000-cand-20260708-0581	ประเภท	n	27670	type	sort; category; kind; class; variety	1	n	類型	authored_needs_review
th5000-cand-20260708-0586	กิจกรรม	n	30417	activity	operation	1	n	活動	authored_needs_review
th5000-cand-20260708-0590	ช่อง	n	33504	hole	cavity	1	n	洞	authored_needs_review
th5000-cand-20260708-0594	แก่	v	9908	be old	be aged	3	adj;prep;v	年老	authored_needs_review
th5000-cand-20260708-0599	หลาก	v	7753	overflow	flood	2	adj;v	溢出	authored_needs_review
th5000-cand-20260708-0602	เช่า	v	28575	rent	hire; lease	1	v	租	authored_needs_review
th5000-cand-20260708-0605	ปด	v	27364	lie	tell a lie; fib; tell a fib	1	v	說謊	authored_needs_review
th5000-cand-20260708-0608	โมง	n	2856	o'clock	hour	2	n	點鐘	authored_needs_review
th5000-cand-20260708-0612	หลากหลาย	adj	25554	various	several; a lot of; many; diversified; miscellaneous; numerous	1	adj	各種各樣的	authored_needs_review
th5000-cand-20260708-0616	ล่าสุด	adj	4131	latest	current; most recent; up-to-date; newest; modern	2	adj;adv	最新的	authored_needs_review
th5000-cand-20260708-0621	กรม	n	29215	department	bureau; regiment of soldier	1	n	部門	authored_needs_review
th5000-cand-20260708-0625	นอกจาก	adp	34984	besides	unless; except; aside from; apart from; other than	1	prep	除了	authored_needs_review
th5000-cand-20260708-0631	เบียน	v	25881	disturb	annoy	1	v	打擾	authored_needs_review
th5000-cand-20260708-0635	กำหนด	n	30394	specification	determination; assignation; fix; set	3	n;v	規格	authored_needs_review
th5000-cand-20260708-0641	สภา	n	6321	council	assembly; board; house; chamber; parliament; congress; forum	1	n	理事會	authored_needs_review
th5000-cand-20260708-0645	กรอ	v	29547	spin (the yarn)	wind; twist; lap in	2	v	紡紗（紗線）	authored_needs_review
th5000-cand-20260708-0648	หัส	n	36328	laughter	amusement; joy; merriment; mirth	1	n	笑聲	authored_needs_review
th5000-cand-20260708-0654	แน่น	adv	11924	securely	solidly; firmly; fast	2	adv	安全地	authored_needs_review
th5000-cand-20260708-0658	ชำ	n	28352	grocery	grocer's store; dry goods store; dry grocer's store	3	adj;n;v	雜貨店	authored_needs_review
th5000-cand-20260708-0663	ไอ	n	8346	vapour	steam	2	n;v	蒸氣	authored_needs_review
th5000-cand-20260708-0666	กาย	n	31761	body	physical form	1	n	身體	authored_needs_review
th5000-cand-20260708-0671	ประกอบ	v	27098	run	do; carry on; perform	6	v	跑步	authored_needs_review
th5000-cand-20260708-0674	ป้อง	v	13055	cover up	obstruct; screen; shade; shield; protect	1	v	掩飾	authored_needs_review
th5000-cand-20260708-0678	คณะ	n	10751	faculty	school; branch of study; department	2	n	學院	authored_needs_review
th5000-cand-20260708-0685	วิทยาลัย	n	6179	college		1	n	大學	authored_needs_review
th5000-cand-20260708-0688	ประกัน	v	27094	guarantee	insure; assure; warrant; ensure	1	v	保證	authored_needs_review
th5000-cand-20260708-0691	เยี่ยม	v	9373	visit	make a visit; call on; see; drop in; drop by; stop by	3	adj;v	訪問	authored_needs_review
th5000-cand-20260708-0694	คอน	n	11782	roost	perch	4	adj;n;v	棲息處	authored_needs_review
th5000-cand-20260708-0700	ประมาณ	v	37173	estimate	approximate; reckon; calculate; compute roughly; guess; guesstimate	2	adv;v	估計	authored_needs_review
th5000-cand-20260708-0704	เป็นการ	v	16242	succeed	accomplish; complete	1	v	成功	authored_needs_review
th5000-cand-20260708-0708	ชีพ	n	28410	living	existence; way of living	2	n	生計；生活方式	authored_needs_review
th5000-cand-20260708-0711	สำนัก	n	3304	residence	abode	2	n	住宅	authored_needs_review
th5000-cand-20260708-0715	สมัย	n	3108	age	era	5	n	年齡	authored_needs_review
th5000-cand-20260708-0718	ราบ	adj	5869	flat	level; plain; smooth	2	adj;adv	平坦的	authored_needs_review
th5000-cand-20260708-0722	ประชา	n	27181	people	citizens; populace	1	n	人們	authored_needs_review
th5000-cand-20260708-0726	บัญชี	n	25539	account		3	n	帳戶	authored_needs_review
th5000-cand-20260708-0730	เคย	n	12368	small sized shrimp	marine shrimp	3	adv;n;v	小蝦	authored_needs_review
th5000-cand-20260708-0734	แจ้ง	v	33377	understand	know; be clear; be obvious; be apparent	2	v	理解	authored_needs_review
th5000-cand-20260708-0738	ติดตาม	v	22451	pay attention	take note of; concern	3	v	注意	authored_needs_review
th5000-cand-20260708-0742	ปลง	v	27458	lay down		2	v	放下	authored_needs_review
th5000-cand-20260708-0745	ประโยชน์	n	37178	benefit	advantage; profit; usefulness; use; utility	1	n	益處	authored_needs_review
th5000-cand-20260708-0748	ชำระ	v	28398	pay		5	v	支付	authored_needs_review
th5000-cand-20260708-0751	หี	n	36416	vagina	pudendum; pudenda; cunt	1	n	陰道	authored_needs_review
th5000-cand-20260708-0757	ใต้	n	23108	south		2	n;prep	南	authored_needs_review
th5000-cand-20260708-0761	ทาน	n	24738	alms	gift; donation; charity	4	n;v	施捨	authored_needs_review
th5000-cand-20260708-0764	ได้ที	v	21239	be superior to	have an advantage over; get/gain/have the upper hand	1	v	優於	authored_needs_review
th5000-cand-20260708-0767	ได้ที่	v	40229	be suitable	be appropriate; be fitting	2	adv;v	適用	authored_needs_review
th5000-cand-20260708-0771	พุ	v	14926	gush up	spout	1	v	噴湧而出	authored_needs_review
th5000-cand-20260708-0775	ผลิตภัณฑ์	n	16832	product	merchandise; goods	1	n	產品	authored_needs_review
th5000-cand-20260708-0778	ไก	n	32189	trigger		1	n	扳機	authored_needs_review
th5000-cand-20260708-0781	ข้อง	n	32365	creel	fish trap	1	n	筒子架	authored_needs_review
th5000-cand-20260708-0785	ซับ	v	28782	absorb	mop up; soak up	1	v	吸收	authored_needs_review
th5000-cand-20260708-0788	ชิ้น	n	28442	piece	slice; flake; part; lump; chunk; bit; portion	3	clas;n	片	authored_needs_review
th5000-cand-20260708-0791	จากนี้	adv	157	from this moment	since; till now	1	adv	從這一刻起	authored_needs_review
th5000-cand-20260708-0795	ทำการ	v	5236	work	operate; do; perform	1	v	工作	authored_needs_review
th5000-cand-20260708-0798	ขัน	n	10378	bowl	water dipper	5	adv;n;v	碗	authored_needs_review
th5000-cand-20260708-0802	อันดับ	n	6759	rank	grade; level	2	n	等級；名次	authored_needs_review
th5000-cand-20260708-0807	ส้น	n	18609	butt		2	n	屁股	authored_needs_review
th5000-cand-20260708-0810	ป้องกัน	v	13056	protect	defend; prevent; ward off; guard against	1	v	保護	authored_needs_review
th5000-cand-20260708-0813	พลาด	v	14343	fail	blunder; err	2	v	失敗	authored_needs_review
th5000-cand-20260708-0816	เด่น	v	21002	be prominent	be excellent; be outstanding; be eminent; be remarkable; be notable; be conspicuous; be distinguished	2	adj;v	顯眼；突出	authored_needs_review
th5000-cand-20260708-0819	ชิง	v	28365	rob	steal; pilfer; plunder; loot	4	v	搶	authored_needs_review
th5000-cand-20260708-0823	รอย	n	4917	trail	trace; track; path; spoor	2	n	蹤跡	authored_needs_review
th5000-cand-20260708-0827	เส้น	n	3861	line		4	clas;n	線	authored_needs_review
th5000-cand-20260708-0830	รับรอง	v	38838	welcome	receive; entertain; greet	1	v	歡迎	authored_needs_review
th5000-cand-20260708-0835	ซน	v	28733	be mischievous	be naughty	1	v	調皮	authored_needs_review
th5000-cand-20260708-0841	รวิ	n	26416	sun		1	n	太陽	authored_needs_review
th5000-cand-20260708-0844	คุม	v	12310	take care	watch over; oversee; take charge of; control; guard; protect; supervise	1	v	照料；看管	authored_needs_review
th5000-cand-20260708-0847	หาย	v	16102	be lost	be missing; disappear; vanish	2	v	失蹤；不見	authored_needs_review
th5000-cand-20260708-0851	สัต	adj	20148	good	excellent; virtuous	2	adj	好的	authored_needs_review
th5000-cand-20260708-0856	สภาพ	n	7289	state	condition; plight; predicament	1	n	狀態	authored_needs_review
th5000-cand-20260708-0859	หอ	n	4189	bridal house		2	n	新房	authored_needs_review
th5000-cand-20260708-0863	วิเคราะห์	v	35722	analyze	contemplate; consider	1	v	分析	authored_needs_review
th5000-cand-20260708-0866	ทั่วไป	adj	24809	general	common; ordinary; universal	2	adj;adv	一般的	authored_needs_review
th5000-cand-20260708-0869	กอง	n	31384	pile	heap; stack	6	clas;n;v	樁	authored_needs_review
th5000-cand-20260708-0872	ชัย	n	27912	victory	triumph; win; success	1	n	勝利	authored_needs_review
th5000-cand-20260708-0877	ทางเข้า	n	24917	entrance		1	n	入口	authored_needs_review
th5000-cand-20260708-0880	ต่อไป	adv	21630	next	latter; later	2	adv	接下來；其次	authored_needs_review
th5000-cand-20260708-0885	ฟุ	adj	15386	fluffy	spongy; loose	1	adj	蓬鬆的	authored_needs_review
th5000-cand-20260708-0889	หลี	n	36085	a Chinese unit of weight equal to 37.5 milligrams (used by jewelers)		1	n	中國的重量單位，等於 37.5 毫克（珠寶商使用）	authored_needs_review
th5000-cand-20260708-0893	จักร	n	33028	discus	disk; disc	3	n	鐵餅	authored_needs_review
th5000-cand-20260708-0897	โรค	n	2897	disease		2	n	疾病	authored_needs_review
th5000-cand-20260708-0902	จด	v	13019	write	write down; mark down; record; take note; copy	2	v	寫	authored_needs_review
th5000-cand-20260708-0905	ขอบ	n	32440	edge	rim; brim; side; border; fringe; brink; periphery; perimeter	1	n	邊緣	authored_needs_review
th5000-cand-20260708-0909	ช่องทาง	n	33516	way	path; route; road	2	n	方式	authored_needs_review
th5000-cand-20260708-0913	หมวด	n	12015	group	amount; mass; cluster	2	clas;n	團體	authored_needs_review
th5000-cand-20260708-0916	สำเร็จ	v	3316	finish	accomplish; achieve; fulfil	2	v	結束	authored_needs_review
th5000-cand-20260708-0921	กรกฎ	n	29416	Cancer	crab	1	n	癌症	authored_needs_review
th5000-cand-20260708-0925	ท่อง	v	24351	ford	wade	3	v	涉水而過	authored_needs_review
th5000-cand-20260708-0928	เป้	n	15717	rucksack	knapsack; kit-bag; packsack; haversack; infantry pack; backpack	1	n	背包	authored_needs_review
th5000-cand-20260708-0931	สถานที่	n	7318	place	site; location; spot; venue; whereabouts; point; position	1	n	地方	authored_needs_review
th5000-cand-20260708-0934	อำเภอ	n	6800	district	amphur	1	n	區	authored_needs_review
th5000-cand-20260708-0937	มัก	adv	460	often	frequently	1	adv	常	authored_needs_review
th5000-cand-20260708-0940	ฟุต	clf	15395	foot		1	clas	英尺	authored_needs_review
th5000-cand-20260708-0946	ปะ	v	13109	meet	come across; meet unexpectedly; run into	2	v	見面	authored_needs_review
th5000-cand-20260708-0949	โดน	v	21148	used in the same manner as the verb to be form the passive voice		2	v	用法類似 be 動詞，用來構成被動語態	authored_needs_review
th5000-cand-20260708-0953	สังคม	n	3215	social		4	adj;n	社會；社交	authored_needs_review
th5000-cand-20260708-0956	เจน	v	23640	to be skilled at	be practiced of; be experienced through; be skillful	1	v	擅長	authored_needs_review
th5000-cand-20260708-0959	บันทึก	n	25549	note	memo; memorandum	1	n	筆記	authored_needs_review
th5000-cand-20260708-0963	กฎหมาย	n	29349	law	statute; enactment; rule	1	n	法律	authored_needs_review
th5000-cand-20260708-0966	อีกด้วย	adv	4553	also	as well	1	adv	也	authored_needs_review
th5000-cand-20260708-0970	โปรแกรม	n	16670	program	instruction	2	n	程式	authored_needs_review
th5000-cand-20260708-0975	เคลื่อน	v	12584	move	displace; progress	1	v	移動	authored_needs_review
th5000-cand-20260708-0980	ครอง	v	31120	put on	wear	3	v	穿	authored_needs_review
th5000-cand-20260708-0983	ตู้	n	22834	cabinet	closet	2	adj;n	內閣	authored_needs_review
th5000-cand-20260708-0988	สัมพันธ์	n	3258	relatedness	connection	3	n;v	相關性	authored_needs_review
th5000-cand-20260708-0993	สนับสนุน	v	3065	support	aid; give support to; help	1	v	支援	authored_needs_review
th5000-cand-20260708-0997	ปกติ	adv	27278	usually	normally; commonly; regularly; ordinarily	1	adv	通常	authored_needs_review
th5000-cand-20260708-1001	บ่ง	v	25440	refer	mention	3	v	指稱；提及	authored_needs_review
th5000-cand-20260708-1004	ท้าย	n	24832	rear	backward; end	2	n	後部	authored_needs_review
th5000-cand-20260708-1007	การลงทุน	n	30790	investment		1	n	投資	authored_needs_review
th5000-cand-20260708-1012	คะแนน	n	11617	mark	score; point; tally	1	n	標記	authored_needs_review
th5000-cand-20260708-1015	โต้	n	23077	kind of chopping knife		2	n;v	一種砍刀	authored_needs_review
th5000-cand-20260708-1018	การชน	n	31990	fight	encounter;  engagement	2	n	鬥爭	authored_needs_review
th5000-cand-20260708-1022	สิง	n	7590	name of a species of snake		2	n;v	一種蛇的名稱	authored_needs_review
th5000-cand-20260708-1026	ประชุม	v	27202	meet	hold a meeting; gather; round up; assemble; congregate; convene	1	v	見面	authored_needs_review
th5000-cand-20260708-1030	กลาย	v	37716	change to	turn into; transform into; become	3	adj;v	更改為	authored_needs_review
th5000-cand-20260708-1033	สั่งซื้อ	v	3224	order	request; direct	2	v	命令	authored_needs_review
th5000-cand-20260708-1036	ร่าง	n	17149	draft		4	n;v	草稿	authored_needs_review
th5000-cand-20260708-1040	ยาง	n	22089	resin		7	n	樹脂	authored_needs_review
th5000-cand-20260708-1043	ตัวอย่าง	n	21559	example	model	6	n	例子	authored_needs_review
th5000-cand-20260708-1047	รายงาน	n	35618	report	written record	2	n;v	報告	authored_needs_review
th5000-cand-20260708-1051	ครบวงจร	adj	31110	complete	entire	1	adj	完全的	authored_needs_review
th5000-cand-20260708-1055	เพลิน	v	9651	enjoy	be absorbed; be entertained; be amused; be jubilant	2	adv;v	享受	authored_needs_review
th5000-cand-20260708-1058	อาทิ	conj	39004	such as	for example; for instance; and so on; and so forth; and what not; etc.; so as	1	conj	例如	authored_needs_review
